node,layer,original_score,new_score,diff(new-origin)
anon_S1894E,1,548.0,642.0,94.0
anon_S1849E,2,-1,873.01,na
anon_S5138E,1,573.0,687.0,114.0
anon_S4915E,9,514.0,1312.05,798.05
anon_S5418E,1,-1,710.0,na
anon_S5957E,0,556.0,556.0,0.0
anon_S1064E,0,659.0,659.0,0.0
anon_S1791E,4,586.0,749.0,163.0
anon_S2485E,1,589.0,860.96,271.96
anon_S2080E,1,521.0,626.0,105.0
anon_S3980E,2,272.0,808.34,536.34
anon_S244E,1,616.0,598.0,-18.0
anon_S2226E,2,561.0,873.01,312.01
anon_S487E,2,553.0,677.0,124.0
anon_S3605E,3,-1,677.0,na
anon_S3672E,1,653.0,709.0,56.0
anon_S3211E,2,501.0,808.34,307.34
anon_S1332E,0,674.0,674.0,0.0
anon_S4733E,2,490.0,936.66,446.66
anon_S1492E,1,636.0,677.0,41.0
anon_S1674E,1,536.0,588.0,52.0
anon_S1504E,5,587.0,620.0,33.0
anon_S5352E,0,597.0,597.0,0.0
anon_S1263E,0,657.0,657.0,0.0
anon_S1218E,0,-1,-1,na
anon_S347E,0,630.0,630.0,0.0
anon_S3851E,1,689.0,651.0,-38.0
anon_S3772E,3,636.0,1708.38,1072.38
anon_S3709E,2,566.0,596.0,30.0
anon_S1476E,3,733.0,1020.19,287.19
anon_S2198E,1,524.0,588.0,64.0
anon_S5303E,0,539.0,539.0,0.0
anon_S3280E,1,-1,617.0,na
anon_S719E,0,606.0,606.0,0.0
anon_S3277E,1,-1,783.81,na
anon_S4189E,0,608.0,608.0,0.0
anon_S2672E,2,564.0,993.21,429.21
anon_S5196E,2,452.0,663.0,211.0
anon_S193E,5,592.0,1359.72,767.72
anon_S5626E,1,507.0,709.0,202.0
anon_S524E,0,711.0,711.0,0.0
anon_S221E,0,642.0,642.0,0.0
anon_S4966E,9,755.0,734.0,-21.0
anon_S5095E,0,575.0,575.0,0.0
anon_S3364E,1,573.0,617.0,44.0
anon_S3789E,1,-1,713.0,na
anon_S3424E,1,463.0,664.0,201.0
anon_S1358E,0,-1,-1,na
anon_S513E,0,632.0,632.0,0.0
anon_S916E,0,-1,-1,na
anon_S3576E,3,537.0,677.0,140.0
anon_S3964E,1,462.0,860.96,398.96
anon_S3939E,2,-1,878.4,na
anon_S5760E,2,585.0,563.24,-21.76
anon_S5735E,2,541.0,709.0,168.0
anon_S1629E,0,650.0,650.0,0.0
anon_S1298E,0,528.0,528.0,0.0
anon_S1245E,0,-1,-1,na
anon_S1436E,0,699.0,699.0,0.0
anon_S3837E,1,644.0,651.0,7.0
anon_S2811E,2,467.0,561.0,94.0
anon_S1467E,1,539.0,588.0,49.0
anon_S3754E,1,335.0,761.0,426.0
anon_S2118E,2,553.0,808.34,255.34
anon_S134E,2,600.0,688.57,88.57
anon_S856E,0,657.0,657.0,0.0
anon_S2566E,1,325.0,761.0,436.0
anon_S5037E,2,589.0,581.0,-8.0
anon_S1391E,0,387.0,387.0,0.0
anon_S2780E,3,551.0,900.05,349.05
anon_S978E,0,576.0,576.0,0.0
anon_S2032E,4,448.0,749.0,301.0
anon_S1518E,5,667.0,620.0,-47.0
anon_S1035E,0,587.0,587.0,0.0
anon_S6007E,2,640.0,635.0,-5.0
anon_S1716E,5,653.0,620.0,-33.0
anon_S1458E,3,586.0,979.21,393.21
anon_S4617E,1,-1,623.0,na
anon_S4287E,1,675.0,601.0,-74.0
anon_S5280E,2,541.0,609.0,68.0
anon_S3549E,0,562.0,562.0,0.0
anon_S3485E,1,616.0,711.0,95.0
anon_S2540E,2,321.0,909.5,588.5
anon_S1598E,2,630.0,878.4,248.4
anon_S2202E,5,561.0,620.0,59.0
anon_S6107E,0,491.0,491.0,0.0
anon_S2264E,1,563.0,711.0,148.0
anon_S3051E,2,542.0,596.0,54.0
anon_S3902E,2,714.0,987.34,273.34
anon_S3004E,2,582.0,808.34,226.34
anon_S3401E,2,552.0,993.21,441.21
anon_S1017E,0,656.0,656.0,0.0
anon_S2350E,1,-1,610.0,na
anon_S2413E,1,441.0,588.0,147.0
anon_S2267E,1,780.0,706.0,-74.0
anon_S2866E,1,534.0,664.0,130.0
anon_S90E,2,630.0,1187.17,557.17
anon_S5387E,0,484.0,484.0,0.0
anon_S1140E,0,618.0,618.0,0.0
anon_S769E,0,704.0,704.0,0.0
anon_S2475E,1,682.0,706.0,24.0
anon_S2385E,7,561.0,984.07,423.07
anon_S318E,2,651.0,1075.86,424.86
anon_S4439E,1,436.0,636.0,200.0
anon_S2367E,1,579.0,783.81,204.81
anon_S169E,5,592.0,1325.0,733.0
anon_S116E,0,-1,-1,na
anon_S878E,0,564.0,564.0,0.0
anon_S3691E,2,-1,1716.25,na
anon_S4820E,4,726.0,1447.76,721.76
anon_S4875E,0,588.0,588.0,0.0
anon_S2063E,2,527.0,649.0,122.0
anon_S327E,2,640.0,900.05,260.05
anon_S1046E,0,-1,-1,na
anon_S3164E,2,538.0,546.0,8.0
anon_S3594E,2,554.0,1716.25,1162.25
anon_S1698E,1,-1,636.0,na
anon_S5930E,0,624.0,624.0,0.0
anon_S2140E,5,607.0,620.0,13.0
anon_S5373E,0,470.0,470.0,0.0
anon_S5692E,5,613.0,1216.34,603.34
anon_S5974E,0,756.0,756.0,0.0
anon_S5903E,0,682.0,682.0,0.0
anon_S1776E,2,655.0,878.4,223.4
anon_S5504E,0,683.0,683.0,0.0
anon_S263E,4,656.0,1037.43,381.43
anon_S2209E,1,653.0,812.0,159.0
anon_S703E,0,674.0,674.0,0.0
anon_S258E,1,656.0,1027.39,371.39
anon_S2384E,5,510.0,620.0,110.0
anon_S1855E,1,460.0,636.0,176.0
anon_S1800E,3,481.0,1101.02,620.02
anon_S1797E,5,514.0,935.17,421.17
anon_S3234E,2,557.0,993.62,436.62
anon_S1111E,0,692.0,692.0,0.0
anon_S5406E,7,522.0,620.0,98.0
anon_S5159E,0,-1,-1,na
anon_S2711E,1,538.0,744.0,206.0
anon_S386E,0,581.0,581.0,0.0
anon_S1568E,1,518.0,812.0,294.0
anon_S4678E,0,432.0,432.0,0.0
anon_S5319E,0,664.0,664.0,0.0
anon_S1737E,0,532.0,532.0,0.0
anon_S1346E,0,384.0,384.0,0.0
anon_S4716E,2,485.0,1032.49,547.49
anon_S1997E,2,580.0,915.61,335.61
anon_S1920E,9,530.0,760.0,230.0
anon_S1975E,2,534.0,1027.84,493.84
anon_S3334E,3,-1,677.0,na
anon_S3739E,2,620.0,808.34,188.34
anon_S3343E,2,608.0,561.0,-47.0
anon_S1742E,3,-1,677.0,na
anon_S1540E,5,576.0,620.0,44.0
anon_S2657E,2,551.0,873.01,322.01
anon_S2289E,2,507.0,921.34,414.34
anon_S2922E,2,-1,996.05,na
anon_S2318E,2,662.0,878.4,216.4
anon_S3699E,3,585.0,677.0,92.0
anon_S5703E,2,-1,609.0,na
anon_S4783E,1,599.0,1006.94,407.94
anon_S4778E,0,592.0,592.0,0.0
anon_S143E,0,594.0,594.0,0.0
anon_S4843E,1,-1,592.0,na
anon_S2013E,1,662.0,672.0,10.0
anon_S4892E,0,529.0,529.0,0.0
anon_S1411E,0,575.0,575.0,0.0
anon_S1444E,2,648.0,563.24,-84.76
anon_S467E,0,734.0,734.0,0.0
anon_S2832E,1,-1,525.0,na
anon_S3502E,2,478.0,808.34,330.34
anon_S47E,1,632.0,1055.82,423.82
anon_S3553E,0,460.0,460.0,0.0
anon_S2587E,2,520.0,892.04,372.04
anon_S1355E,0,-1,-1,na
anon_S5074E,7,698.0,620.0,-78.0
anon_S632E,0,679.0,679.0,0.0
anon_S3437E,1,524.0,664.0,140.0
anon_S4750E,9,586.0,734.0,148.0
anon_S1617E,3,539.0,786.55,247.55
anon_S5729E,2,503.0,609.0,106.0
anon_S2806E,1,615.0,711.0,96.0
anon_S1284E,0,-1,-1,na
anon_S663E,0,592.0,592.0,0.0
anon_S613E,0,-1,-1,na
anon_S5056E,5,723.0,1250.58,527.58
anon_S3870E,1,431.0,602.0,171.0
anon_S3825E,1,621.0,708.0,87.0
anon_S957E,0,632.0,632.0,0.0
anon_S5471E,0,569.0,569.0,0.0
anon_S2344E,1,591.0,744.0,153.0
anon_S2981E,2,582.0,987.34,405.34
anon_S3125E,2,-1,721.0,na
anon_S1072E,0,638.0,638.0,0.0
anon_S4795E,1,564.0,839.9,275.9
anon_S2079E,1,498.0,706.0,208.0
anon_S1507E,1,510.0,626.0,116.0
anon_S3070E,4,561.0,1486.71,925.71
anon_S4686E,0,527.0,527.0,0.0
anon_S157E,5,510.0,1157.71,647.71
anon_S804E,3,650.0,1187.68,537.68
anon_S5114E,0,-1,-1,na
anon_S585E,2,642.0,734.57,92.57
anon_S280E,2,303.0,998.98,695.98
anon_S3107E,4,599.0,994.61,395.61
anon_S3495E,1,523.0,664.0,141.0
anon_S228E,1,631.0,663.0,32.0
anon_S895E,0,654.0,654.0,0.0
anon_S2849E,1,511.0,588.0,77.0
anon_S4869E,8,718.0,718.0,0.0
anon_S4492E,4,-1,440.0,na
anon_S4934E,0,537.0,537.0,0.0
anon_S720E,0,-1,-1,na
anon_S6029E,0,522.0,522.0,0.0
anon_S2892E,1,658.0,647.0,-11.0
anon_S304E,0,656.0,656.0,0.0
anon_S1523E,1,579.0,812.0,233.0
anon_S1956E,5,645.0,620.0,-25.0
anon_S1896E,1,762.0,661.0,-101.0
anon_S1424E,0,-1,-1,na
anon_S2242E,1,730.0,716.0,-14.0
anon_S5804E,2,-1,609.0,na
anon_S2483E,1,707.0,642.0,-65.0
anon_S2086E,2,605.0,378.0,-227.0
anon_S3982E,2,605.0,596.0,-9.0
anon_S1771E,1,537.0,783.81,246.81
anon_S2224E,2,559.0,649.0,90.0
anon_S5559E,1,713.0,485.0,-228.0
anon_S489E,0,-1,-1,na
anon_S3670E,3,648.0,782.03,134.03
anon_S4325E,2,552.0,671.0,119.0
anon_S1494E,1,647.0,647.0,0.0
anon_S1861E,1,510.0,530.0,20.0
anon_S1676E,3,545.0,1061.65,516.65
anon_S5799E,2,598.0,563.24,-34.76
anon_S3213E,1,523.0,593.0,70.0
anon_S4731E,2,462.0,623.0,161.0
anon_S1261E,0,415.0,415.0,0.0
anon_S345E,0,396.0,396.0,0.0
anon_S2121E,9,719.0,760.0,41.0
anon_S4006E,2,661.0,932.26,271.26
anon_S5350E,0,432.0,432.0,0.0
anon_S3228E,1,585.0,664.0,79.0
anon_S2674E,1,711.0,651.0,-60.0
anon_S5562E,2,-1,895.3,na
anon_S2696E,1,550.0,651.0,101.0
anon_S5190E,2,571.0,663.0,92.0
anon_S5246E,2,510.0,1045.73,535.73
anon_S3275E,3,683.0,734.57,51.57
anon_S2903E,3,525.0,1021.67,496.67
anon_S1969E,1,648.0,677.0,29.0
anon_S2756E,2,626.0,1047.85,421.85
anon_S5258E,2,585.0,1045.73,460.73
anon_S191E,5,604.0,1157.71,553.71
anon_S5624E,2,545.0,1045.73,500.73
anon_S1749E,5,598.0,620.0,22.0
anon_S5097E,0,-1,-1,na
anon_S3388E,1,528.0,525.0,-3.0
anon_S3366E,1,-1,626.0,na
anon_S3839E,3,402.0,677.0,275.0
anon_S1461E,1,623.0,812.0,189.0
anon_S3756E,2,667.0,667.28,0.28
anon_S511E,1,638.0,667.28,29.28
anon_S232E,0,602.0,602.0,0.0
anon_S914E,0,331.0,331.0,0.0
anon_S5102E,0,-1,-1,na
anon_S3570E,0,342.0,342.0,0.0
anon_S4964E,0,-1,-1,na
anon_S5982E,4,524.0,1194.41,670.41
anon_S5737E,2,636.0,563.24,-72.76
anon_S4453E,2,523.0,667.28,144.28
anon_S679E,0,564.0,564.0,0.0
anon_S3962E,4,636.0,749.0,113.0
anon_S3028E,1,468.0,579.0,111.0
anon_S4443E,2,593.0,634.0,41.0
anon_S3308E,1,633.0,617.0,-16.0
anon_S3770E,2,454.0,808.34,354.34
anon_S2293E,3,461.0,786.55,325.55
anon_S5719E,2,-1,609.0,na
anon_S6079E,2,673.0,635.0,-38.0
anon_S1247E,0,635.0,635.0,0.0
anon_S136E,0,752.0,752.0,0.0
anon_S854E,0,571.0,571.0,0.0
anon_S479E,0,485.0,485.0,0.0
anon_S823E,0,-1,-1,na
anon_S4859E,8,420.0,420.0,0.0
anon_S2568E,2,-1,808.34,na
anon_S5035E,6,501.0,1192.07,691.07
anon_S3893E,1,316.0,588.0,272.0
anon_S4699E,2,563.0,839.9,276.9
anon_S2782E,1,519.0,664.0,145.0
anon_S4637E,0,404.0,404.0,0.0
anon_S4619E,2,432.0,623.0,191.0
anon_S2546E,1,562.0,711.0,149.0
anon_S1714E,1,557.0,761.0,204.0
anon_S4122E,1,757.0,636.0,-121.0
anon_S5675E,0,519.0,519.0,0.0
anon_S4285E,1,-1,632.0,na
anon_S1370E,0,665.0,665.0,0.0
anon_S5282E,2,-1,609.0,na
anon_S2918E,2,-1,996.05,na
anon_S686E,0,590.0,590.0,0.0
anon_S3006E,2,551.0,808.34,257.34
anon_S3403E,1,570.0,632.0,62.0
anon_S4531E,0,627.0,627.0,0.0
anon_S729E,0,-1,-1,na
anon_S2415E,1,369.0,716.0,347.0
anon_S5996E,2,640.0,943.47,303.47
anon_S2265E,1,526.0,608.0,82.0
anon_S1304E,0,688.0,688.0,0.0
anon_S2868E,2,532.0,878.4,346.4
anon_S6050E,1,598.0,712.0,114.0
anon_S5593E,4,455.0,1340.05,885.05
anon_S1139E,0,634.0,634.0,0.0
anon_S6031E,0,-1,-1,na
anon_S1146E,0,-1,-1,na
anon_S747E,0,383.0,383.0,0.0
anon_S2387E,2,659.0,961.49,302.49
anon_S2735E,1,452.0,711.0,259.0
anon_S5450E,9,-1,962.44,na
anon_S2365E,7,534.0,1052.22,518.22
anon_S4E,0,804.0,804.0,0.0
anon_S2433E,1,-1,711.0,na
anon_S2448E,1,380.0,642.0,262.0
anon_S2065E,3,491.0,1061.65,570.65
anon_S2030E,3,646.0,677.0,31.0
anon_S114E,0,378.0,378.0,0.0
anon_S3693E,2,535.0,921.34,386.34
anon_S3162E,1,577.0,650.0,73.0
anon_S1696E,2,631.0,667.28,36.28
anon_S73E,6,596.0,1157.71,561.71
anon_S3824E,2,569.0,1716.25,1147.25
anon_S6115E,0,458.0,458.0,0.0
anon_S2258E,2,570.0,915.61,345.61
anon_S321E,2,-1,434.0,na
anon_S5690E,2,665.0,868.84,203.84
anon_S5901E,0,595.0,595.0,0.0
anon_S2768E,1,610.0,690.0,80.0
anon_S1770E,2,522.0,931.95,409.95
anon_S1539E,3,-1,677.0,na
anon_S2608E,2,-1,808.34,na
anon_S2902E,1,613.0,565.0,-48.0
anon_S2979E,1,438.0,610.0,172.0
anon_S701E,0,592.0,592.0,0.0
anon_S1857E,1,629.0,588.0,-41.0
anon_S2688E,2,489.0,981.15,492.15
anon_S493E,0,659.0,659.0,0.0
anon_S2717E,1,571.0,664.0,93.0
anon_S2273E,5,619.0,1298.3,679.3
anon_S5869E,2,533.0,563.24,30.24
anon_S384E,0,621.0,621.0,0.0
anon_S2874E,2,610.0,928.76,318.76
anon_S4710E,2,527.0,581.0,54.0
anon_S2398E,1,616.0,651.0,35.0
anon_S1922E,5,780.0,620.0,-160.0
anon_S1973E,5,644.0,620.0,-24.0
anon_S1228E,0,562.0,562.0,0.0
anon_S2376E,1,729.0,763.0,34.0
anon_S2168E,2,604.0,1233.76,629.76
anon_S3806E,0,-1,-1,na
anon_S2924E,0,-1,-1,na
anon_S1156E,0,-1,-1,na
anon_S3341E,2,485.0,921.34,436.34
anon_S1654E,2,532.0,996.05,464.05
anon_S4781E,0,558.0,558.0,0.0
anon_S4776E,0,612.0,612.0,0.0
anon_S2655E,1,522.0,525.0,3.0
anon_S2622E,2,520.0,613.0,93.0
anon_S4576E,0,283.0,283.0,0.0
anon_S955E,0,547.0,547.0,0.0
anon_S1442E,0,-1,-1,na
anon_S465E,0,534.0,534.0,0.0
anon_S2830E,2,575.0,808.34,233.34
anon_S4890E,0,544.0,544.0,0.0
anon_S2585E,2,466.0,808.34,342.34
anon_S1413E,0,665.0,665.0,0.0
anon_S1615E,4,514.0,994.61,480.61
anon_S1286E,0,704.0,704.0,0.0
anon_S665E,0,543.0,543.0,0.0
anon_S630E,0,-1,-1,na
anon_S3872E,2,636.0,808.34,172.34
anon_S3791E,3,670.0,1021.67,351.67
anon_S2804E,2,617.0,987.34,370.34
anon_S2102E,1,477.0,588.0,111.0
anon_S5331E,1,488.0,712.0,224.0
anon_S908E,0,618.0,618.0,0.0
anon_S5050E,7,460.0,620.0,160.0
anon_S452E,1,638.0,1007.88,369.88
anon_S2987E,1,764.0,696.0,-68.0
anon_S4490E,2,565.0,921.34,356.34
anon_S4936E,0,515.0,515.0,0.0
anon_S2514E,2,-1,808.34,na
anon_S2346E,2,-1,1027.84,na
anon_S3072E,1,565.0,739.0,174.0
anon_S4550E,0,559.0,559.0,0.0
anon_S1025E,0,527.0,527.0,0.0
anon_S4267E,1,516.0,565.0,49.0
anon_S155E,0,-1,-1,na
anon_S3689E,1,-1,647.0,na
anon_S806E,1,660.0,943.47,283.47
anon_S587E,1,-1,309.0,na
anon_S530E,2,625.0,1252.11,627.11
anon_S988E,0,-1,-1,na
anon_S3101E,1,709.0,647.0,-62.0
anon_S3504E,1,517.0,812.0,295.0
anon_S3551E,0,488.0,488.0,0.0
anon_S605E,0,587.0,587.0,0.0
anon_S3493E,1,536.0,601.0,65.0
anon_S5741E,2,535.0,609.0,74.0
anon_S3049E,1,587.0,632.0,45.0
anon_S893E,0,746.0,746.0,0.0
anon_S868E,0,523.0,523.0,0.0
anon_S424E,0,634.0,634.0,0.0
anon_S2222E,2,715.0,613.0,-102.0
anon_S302E,2,514.0,987.5,473.5
anon_S5499E,0,-1,-1,na
anon_S1107E,0,-1,-1,na
anon_S722E,0,711.0,711.0,0.0
anon_S1950E,1,-1,588.0,na
anon_S4952E,0,693.0,693.0,0.0
anon_S1360E,0,551.0,551.0,0.0
anon_S3100E,2,-1,721.0,na
anon_S989E,0,656.0,656.0,0.0
anon_S1335E,0,669.0,669.0,0.0
anon_S2379E,1,503.0,705.0,202.0
anon_S6023E,0,-1,-1,na
anon_S6086E,4,428.0,1393.69,965.69
anon_S3609E,2,464.0,649.0,185.0
anon_S3676E,3,481.0,782.03,301.03
anon_S1795E,2,604.0,873.01,269.01
anon_S4390E,0,-1,-1,na
anon_S2481E,2,701.0,770.71,69.71
anon_S2084E,5,562.0,1298.3,736.3
anon_S4801E,1,718.0,581.0,-137.0
anon_S2051E,1,601.0,529.0,-72.0
anon_S4451E,1,-1,658.0,na
anon_S4418E,1,593.0,626.0,33.0
anon_S1863E,2,552.0,649.0,97.0
anon_S4737E,2,476.0,623.0,147.0
anon_S1496E,1,671.0,706.0,35.0
anon_S277E,2,-1,617.0,na
anon_S1670E,2,561.0,993.21,432.21
anon_S2123E,1,522.0,642.0,120.0
anon_S5307E,0,731.0,731.0,0.0
anon_S5279E,2,507.0,609.0,102.0
anon_S696E,0,705.0,705.0,0.0
anon_S1267E,0,-1,-1,na
anon_S2676E,1,553.0,651.0,98.0
anon_S5269E,2,635.0,485.0,-150.0
anon_S2694E,1,491.0,711.0,220.0
anon_S1890E,2,508.0,873.01,365.01
anon_S3273E,2,542.0,1027.84,485.84
anon_S1767E,2,608.0,649.0,41.0
anon_S2754E,1,474.0,647.0,173.0
anon_S148E,1,-1,617.0,na
anon_S5192E,2,519.0,663.0,144.0
anon_S5125E,0,-1,-1,na
anon_S197E,2,677.0,677.0,0.0
anon_S5622E,0,599.0,599.0,0.0
anon_S5946E,0,600.0,600.0,0.0
anon_S3360E,1,-1,602.0,na
anon_S4143E,1,632.0,626.0,-6.0
anon_S3758E,1,510.0,525.0,15.0
anon_S4642E,7,589.0,620.0,31.0
anon_S1561E,1,735.0,677.0,-58.0
anon_S3572E,0,314.0,314.0,0.0
anon_S4962E,0,617.0,617.0,0.0
anon_S4999E,2,580.0,936.66,356.66
anon_S5980E,0,455.0,455.0,0.0
anon_S5731E,2,667.0,563.24,-103.76
anon_S4759E,2,575.0,623.0,48.0
anon_S546E,0,462.0,462.0,0.0
anon_S3960E,1,669.0,642.0,-27.0
anon_S3026E,1,601.0,761.0,160.0
anon_S3423E,1,544.0,706.0,162.0
anon_S3458E,3,637.0,1105.78,468.78
anon_S2976E,1,621.0,783.81,162.81
anon_S3306E,2,548.0,1716.25,1168.25
anon_S3800E,2,-1,996.05,na
anon_S2291E,3,518.0,677.0,159.0
anon_S2911E,2,564.0,1321.16,757.16
anon_S5717E,2,593.0,563.24,-29.76
anon_S5264E,0,545.0,545.0,0.0
anon_S4332E,0,710.0,710.0,0.0
anon_S1249E,0,532.0,532.0,0.0
anon_S4857E,4,599.0,1800.81,1201.81
anon_S684E,0,633.0,633.0,0.0
anon_S651E,0,-1,-1,na
anon_S5033E,1,528.0,710.0,182.0
anon_S3891E,4,527.0,440.0,-87.0
anon_S4129E,3,578.0,941.25,363.25
anon_S130E,0,-1,-1,na
anon_S821E,0,683.0,683.0,0.0
anon_S53E,0,649.0,649.0,0.0
anon_S3518E,1,597.0,664.0,67.0
anon_S28E,0,610.0,610.0,0.0
anon_S4441E,1,-1,658.0,na
anon_S6018E,0,650.0,650.0,0.0
anon_S4919E,9,523.0,1312.05,789.05
anon_S2533E,1,501.0,711.0,210.0
anon_S5322E,0,574.0,574.0,0.0
anon_S4140E,1,533.0,642.0,109.0
anon_S2148E,2,538.0,1027.84,489.84
anon_S2936E,3,559.0,677.0,118.0
anon_S1372E,0,613.0,613.0,0.0
anon_S579E,1,-1,1000.5,na
anon_S5284E,2,538.0,563.24,25.24
anon_S3000E,1,537.0,608.0,71.0
anon_S3405E,1,476.0,761.0,285.0
anon_S4021E,2,554.0,663.0,109.0
anon_S4074E,5,505.0,1298.3,793.3
anon_S4599E,0,-1,-1,na
anon_S2417E,2,506.0,667.28,161.28
anon_S4942E,0,538.0,538.0,0.0
anon_S4541E,0,583.0,583.0,0.0
anon_S5452E,2,559.0,839.9,280.9
anon_S5403E,0,475.0,475.0,0.0
anon_S1477E,5,739.0,620.0,-119.0
anon_S1649E,2,-1,987.34,na
anon_S4424E,2,583.0,649.0,66.0
anon_S1191E,0,425.0,425.0,0.0
anon_S2431E,2,640.0,915.61,275.61
anon_S4132E,1,346.0,860.96,514.96
anon_S4871E,3,628.0,1051.45,423.45
anon_S2067E,1,501.0,608.0,107.0
anon_S4163E,0,474.0,474.0,0.0
anon_S1039E,0,479.0,479.0,0.0
anon_S2851E,2,547.0,987.34,440.34
anon_S3695E,0,685.0,685.0,0.0
anon_S1166E,0,-1,-1,na
anon_S222E,0,408.0,408.0,0.0
anon_S323E,1,335.0,852.8,517.8
anon_S6044E,1,536.0,712.0,176.0
anon_S3160E,9,590.0,760.0,170.0
anon_S3135E,2,533.0,915.14,382.14
anon_S3598E,3,-1,677.0,na
anon_S5907E,0,625.0,625.0,0.0
anon_S2715E,1,515.0,672.0,157.0
anon_S4250E,1,345.0,525.0,180.0
anon_S1537E,3,596.0,677.0,81.0
anon_S5696E,2,604.0,609.0,5.0
anon_S5978E,0,533.0,533.0,0.0
anon_S4797E,0,608.0,608.0,0.0
anon_S6072E,5,714.0,1150.12,436.12
anon_S4304E,2,490.0,987.34,497.34
anon_S4373E,0,-1,-1,na
anon_S707E,0,536.0,536.0,0.0
anon_S5220E,0,519.0,519.0,0.0
anon_S5925E,0,578.0,578.0,0.0
anon_S3383E,1,609.0,579.0,-30.0
anon_S3786E,1,-1,698.0,na
anon_S2737E,2,447.0,987.34,540.34
anon_S4359E,0,-1,-1,na
anon_S1011E,0,657.0,657.0,0.0
anon_S3998E,1,-1,860.96,na
anon_S1437E,0,-1,-1,na
anon_S4199E,1,-1,658.0,na
anon_S254E,1,573.0,1160.06,587.06
anon_S5110E,2,516.0,591.0,75.0
anon_S491E,0,-1,-1,na
anon_S3637E,1,693.0,636.0,-57.0
anon_S3207E,1,735.0,739.0,4.0
anon_S4237E,1,526.0,860.96,334.96
anon_S382E,0,498.0,498.0,0.0
anon_S379E,0,-1,-1,na
anon_S6004E,2,685.0,635.0,-50.0
anon_S5591E,2,441.0,970.24,529.24
anon_S6108E,0,540.0,540.0,0.0
anon_S189E,5,718.0,1157.71,439.71
anon_S3956E,9,569.0,760.0,191.0
anon_S1924E,5,752.0,620.0,-132.0
anon_S1971E,2,599.0,649.0,50.0
anon_S3347E,3,489.0,677.0,188.0
anon_S6106E,0,442.0,442.0,0.0
anon_S4774E,0,-1,-1,na
anon_S4729E,2,680.0,906.5,226.5
anon_S5545E,0,564.0,564.0,0.0
anon_S2620E,2,697.0,993.21,296.21
anon_S2926E,3,566.0,677.0,111.0
anon_S5388E,0,505.0,505.0,0.0
anon_S953E,0,708.0,708.0,0.0
anon_S1089E,0,575.0,575.0,0.0
anon_S5778E,2,615.0,609.0,-6.0
anon_S6124E,0,526.0,526.0,0.0
anon_S4896E,0,516.0,516.0,0.0
anon_S5969E,0,492.0,492.0,0.0
anon_S5078E,2,514.0,816.3,302.3
anon_S1415E,0,732.0,732.0,0.0
anon_S1440E,0,-1,-1,na
anon_S3764E,2,558.0,770.71,212.71
anon_S1613E,1,593.0,617.0,24.0
anon_S2302E,3,578.0,1021.67,443.67
anon_S4712E,2,624.0,1006.94,382.94
anon_S4426E,1,410.0,711.0,301.0
anon_S1280E,0,647.0,647.0,0.0
anon_S667E,0,-1,-1,na
anon_S3092E,3,541.0,900.05,359.05
anon_S5678E,2,539.0,563.24,24.24
anon_S2100E,5,579.0,1298.3,719.3
anon_S5333E,0,615.0,615.0,0.0
anon_S1986E,1,543.0,706.0,163.0
anon_S5052E,7,489.0,620.0,131.0
anon_S5083E,7,439.0,620.0,181.0
anon_S3874E,2,559.0,986.03,427.03
anon_S3821E,1,712.0,690.0,-22.0
anon_S3329E,3,-1,677.0,na
anon_S3724E,1,-1,632.0,na
anon_S4938E,0,571.0,571.0,0.0
anon_S2516E,1,538.0,658.0,120.0
anon_S5420E,2,712.0,581.0,-131.0
anon_S2985E,1,501.0,698.0,197.0
anon_S3129E,2,666.0,878.4,212.4
anon_S3074E,1,633.0,761.0,128.0
anon_S4000E,1,-1,860.96,na
anon_S2278E,1,688.0,661.0,-27.0
anon_S1027E,0,611.0,611.0,0.0
anon_S153E,2,546.0,930.04,384.04
anon_S800E,0,547.0,547.0,0.0
anon_S645E,0,563.0,563.0,0.0
anon_S5175E,1,618.0,332.0,-286.0
anon_S4838E,1,630.0,631.0,1.0
anon_S532E,0,479.0,479.0,0.0
anon_S3103E,2,726.0,878.4,152.4
anon_S3506E,1,615.0,525.0,-90.0
anon_S2330E,1,532.0,647.0,115.0
anon_S2583E,2,455.0,808.34,353.34
anon_S2578E,2,543.0,987.34,444.34
anon_S1726E,2,692.0,669.89,-22.11
anon_S5405E,3,646.0,996.58,350.58
anon_S4324E,1,571.0,601.0,30.0
anon_S4295E,2,536.0,808.34,272.34
anon_S2478E,2,356.0,1027.84,671.84
anon_S3491E,3,485.0,941.25,456.25
anon_S1009E,0,397.0,397.0,0.0
anon_S3916E,4,-1,440.0,na
anon_S891E,0,698.0,698.0,0.0
anon_S866E,0,645.0,645.0,0.0
anon_S1569E,2,467.0,928.76,461.76
anon_S5427E,1,542.0,710.0,168.0
anon_S2220E,1,-1,626.0,na
anon_S5555E,0,702.0,702.0,0.0
anon_S3674E,3,668.0,1021.67,353.67
anon_S2872E,2,-1,808.34,na
anon_S1105E,0,585.0,585.0,0.0
anon_S724E,0,656.0,656.0,0.0
anon_S1952E,2,709.0,649.0,-60.0
anon_S300E,1,549.0,669.89,120.89
anon_S5149E,0,542.0,542.0,0.0
anon_S4877E,0,501.0,501.0,0.0
anon_S5586E,4,775.0,1216.34,441.34
anon_S4991E,6,576.0,516.0,-60.0
